category,subcategory,name,brand,sku,unit,vat_rate,internal_unit_price,internal_cost,type,active,tags
Protection / Tableau,Disjoncteurs,Disjoncteur 40A 1P+N,Hager,PRO-HAG-007,piece,20,0,0,fourniture,true,disjoncteur;hager
Protection / Tableau,Disjoncteurs,Disjoncteur 63A 1P+N,Hager,PRO-HAG-008,piece,20,0,0,fourniture,true,disjoncteur;hager
Protection / Tableau,Differentiels,Inter diff type AC 40A 30mA,Hager,PRO-HAG-009,piece,20,0,0,fourniture,true,differentiel;hager
Protection / Tableau,Differentiels,Inter diff type A 63A 30mA,Hager,PRO-HAG-010,piece,20,0,0,fourniture,true,differentiel;hager
Protection / Tableau,Differentiels,Inter diff type F 40A 30mA,Hager,PRO-HAG-011,piece,20,0,0,fourniture,true,differentiel;hager
Protection / Tableau,Parafoudre,Parafoudre type 2,Hager,PRO-HAG-012,piece,20,0,0,fourniture,true,parafoudre;hager
Protection / Tableau,Parafoudre,Parafoudre type 1+2,Hager,PRO-HAG-013,piece,20,0,0,fourniture,true,parafoudre;hager
Protection / Tableau,Tableaux,Tableau 1 rangee 13 modules,Hager,PRO-HAG-014,piece,20,0,0,fourniture,true,tableau;hager
Protection / Tableau,Tableaux,Tableau 2 rangees 13 modules,Hager,PRO-HAG-015,piece,20,0,0,fourniture,true,tableau;hager
Protection / Tableau,Tableaux,Tableau 3 rangees 18 modules,Hager,PRO-HAG-016,piece,20,0,0,fourniture,true,tableau;hager
Protection / Tableau,Tableaux,Tableau 4 rangees 18 modules,Hager,PRO-HAG-017,piece,20,0,0,fourniture,true,tableau;hager
Protection / Tableau,Accessoires,Peigne horizontal 13 modules,Hager,PRO-HAG-018,piece,20,0,0,fourniture,true,accessoire;tableau;hager
Protection / Tableau,Accessoires,Peigne vertical 13 modules,Hager,PRO-HAG-019,piece,20,0,0,fourniture,true,accessoire;tableau;hager
Protection / Tableau,Accessoires,Bornier de terre,Hager,PRO-HAG-020,piece,20,0,0,fourniture,true,accessoire;tableau;hager
Protection / Tableau,Accessoires,Bornier de neutre,Hager,PRO-HAG-021,piece,20,0,0,fourniture,true,accessoire;tableau;hager
Protection / Tableau,Accessoires,Obturateur tableau,Hager,PRO-HAG-022,piece,20,0,0,fourniture,true,accessoire;tableau;hager
Protection / Tableau,Accessoires,Etiquettes tableau,Hager,PRO-HAG-023,piece,20,0,0,fourniture,true,accessoire;tableau;hager
Protection / Tableau,Disjoncteurs,Disjoncteur 2A 1P+N,Gewiss,PRO-GEW-001,piece,20,0,0,fourniture,true,disjoncteur;gewiss
Protection / Tableau,Disjoncteurs,Disjoncteur 6A 1P+N,Gewiss,PRO-GEW-002,piece,20,0,0,fourniture,true,disjoncteur;gewiss
Protection / Tableau,Disjoncteurs,Disjoncteur 10A 1P+N,Gewiss,PRO-GEW-003,piece,20,0,0,fourniture,true,disjoncteur;gewiss
Protection / Tableau,Disjoncteurs,Disjoncteur 16A 1P+N,Gewiss,PRO-GEW-004,piece,20,0,0,fourniture,true,disjoncteur;gewiss
Protection / Tableau,Disjoncteurs,Disjoncteur 20A 1P+N,Gewiss,PRO-GEW-005,piece,20,0,0,fourniture,true,disjoncteur;gewiss
Protection / Tableau,Disjoncteurs,Disjoncteur 32A 1P+N,Gewiss,PRO-GEW-006,piece,20,0,0,fourniture,true,disjoncteur;gewiss
Protection / Tableau,Disjoncteurs,Disjoncteur 40A 1P+N,Gewiss,PRO-GEW-007,piece,20,0,0,fourniture,true,disjoncteur;gewiss
Protection / Tableau,Disjoncteurs,Disjoncteur 63A 1P+N,Gewiss,PRO-GEW-008,piece,20,0,0,fourniture,true,disjoncteur;gewiss
Protection / Tableau,Differentiels,Inter diff type AC 40A 30mA,Gewiss,PRO-GEW-009,piece,20,0,0,fourniture,true,differentiel;gewiss
Protection / Tableau,Differentiels,Inter diff type A 63A 30mA,Gewiss,PRO-GEW-010,piece,20,0,0,fourniture,true,differentiel;gewiss
Protection / Tableau,Differentiels,Inter diff type F 40A 30mA,Gewiss,PRO-GEW-011,piece,20,0,0,fourniture,true,differentiel;gewiss
Protection / Tableau,Parafoudre,Parafoudre type 2,Gewiss,PRO-GEW-012,piece,20,0,0,fourniture,true,parafoudre;gewiss
Protection / Tableau,Parafoudre,Parafoudre type 1+2,Gewiss,PRO-GEW-013,piece,20,0,0,fourniture,true,parafoudre;gewiss
Protection / Tableau,Tableaux,Tableau 1 rangee 13 modules,Gewiss,PRO-GEW-014,piece,20,0,0,fourniture,true,tableau;gewiss
Protection / Tableau,Tableaux,Tableau 2 rangees 13 modules,Gewiss,PRO-GEW-015,piece,20,0,0,fourniture,true,tableau;gewiss
Protection / Tableau,Tableaux,Tableau 3 rangees 18 modules,Gewiss,PRO-GEW-016,piece,20,0,0,fourniture,true,tableau;gewiss
Protection / Tableau,Tableaux,Tableau 4 rangees 18 modules,Gewiss,PRO-GEW-017,piece,20,0,0,fourniture,true,tableau;gewiss
Protection / Tableau,Accessoires,Peigne horizontal 13 modules,Gewiss,PRO-GEW-018,piece,20,0,0,fourniture,true,accessoire;tableau;gewiss
Protection / Tableau,Accessoires,Peigne vertical 13 modules,Gewiss,PRO-GEW-019,piece,20,0,0,fourniture,true,accessoire;tableau;gewiss
Protection / Tableau,Accessoires,Bornier de terre,Gewiss,PRO-GEW-020,piece,20,0,0,fourniture,true,accessoire;tableau;gewiss
Protection / Tableau,Accessoires,Bornier de neutre,Gewiss,PRO-GEW-021,piece,20,0,0,fourniture,true,accessoire;tableau;gewiss
Protection / Tableau,Accessoires,Obturateur tableau,Gewiss,PRO-GEW-022,piece,20,0,0,fourniture,true,accessoire;tableau;gewiss
Protection / Tableau,Accessoires,Etiquettes tableau,Gewiss,PRO-GEW-023,piece,20,0,0,fourniture,true,accessoire;tableau;gewiss
Cables & Conducteurs,R2V,Cable R2V 3G1.5,Nexans,CAB-NEX-001,m,20,0,0,fourniture,true,cable;r2v;nexans
Cables & Conducteurs,R2V,Cable R2V 3G2.5,Nexans,CAB-NEX-002,m,20,0,0,fourniture,true,cable;r2v;nexans
Cables & Conducteurs,R2V,Cable R2V 3G6,Nexans,CAB-NEX-003,m,20,0,0,fourniture,true,cable;r2v;nexans
Cables & Conducteurs,R2V,Cable R2V 3G10,Nexans,CAB-NEX-004,m,20,0,0,fourniture,true,cable;r2v;nexans
Cables & Conducteurs,R2V,Cable R2V 5G1.5,Nexans,CAB-NEX-005,m,20,0,0,fourniture,true,cable;r2v;nexans
Cables & Conducteurs,R2V,Cable R2V 5G2.5,Nexans,CAB-NEX-006,m,20,0,0,fourniture,true,cable;r2v;nexans
Cables & Conducteurs,R2V,Cable R2V 5G6,Nexans,CAB-NEX-007,m,20,0,0,fourniture,true,cable;r2v;nexans
Cables & Conducteurs,R2V,Cable R2V 5G10,Nexans,CAB-NEX-008,m,20,0,0,fourniture,true,cable;r2v;nexans
Cables & Conducteurs,H07VU,Fil H07VU 1.5mm2,Nexans,CAB-NEX-009,m,20,0,0,fourniture,true,cable;h07vu;nexans
Cables & Conducteurs,H07VU,Fil H07VU 2.5mm2,Nexans,CAB-NEX-010,m,20,0,0,fourniture,true,cable;h07vu;nexans
Cables & Conducteurs,H07VU,Fil H07VU 6mm2,Nexans,CAB-NEX-011,m,20,0,0,fourniture,true,cable;h07vu;nexans
Cables & Conducteurs,H07VU,Fil H07VU 10mm2,Nexans,CAB-NEX-012,m,20,0,0,fourniture,true,cable;h07vu;nexans
Cables & Conducteurs,H07VU,Fil H07VU 16mm2,Nexans,CAB-NEX-013,m,20,0,0,fourniture,true,cable;h07vu;nexans
Cables & Conducteurs,H07RNF,Cable H07RNF 3G1.5,Nexans,CAB-NEX-014,m,20,0,0,fourniture,true,cable;h07rnf;nexans
Cables & Conducteurs,H07RNF,Cable H07RNF 3G2.5,Nexans,CAB-NEX-015,m,20,0,0,fourniture,true,cable;h07rnf;nexans
Cables & Conducteurs,H07RNF,Cable H07RNF 3G4,Nexans,CAB-NEX-016,m,20,0,0,fourniture,true,cable;h07rnf;nexans
Cables & Conducteurs,H07RNF,Cable H07RNF 3G6,Nexans,CAB-NEX-017,m,20,0,0,fourniture,true,cable;h07rnf;nexans
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 16mm,Nexans,CAB-NEX-018,m,20,0,0,fourniture,true,gaine;icta;nexans
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 20mm,Nexans,CAB-NEX-019,m,20,0,0,fourniture,true,gaine;icta;nexans
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 25mm,Nexans,CAB-NEX-020,m,20,0,0,fourniture,true,gaine;icta;nexans
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 32mm,Nexans,CAB-NEX-021,m,20,0,0,fourniture,true,gaine;icta;nexans
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 40mm,Nexans,CAB-NEX-022,m,20,0,0,fourniture,true,gaine;icta;nexans
Cables & Conducteurs,Gaines techniques,Gaine technique 40x60,Nexans,CAB-NEX-023,m,20,0,0,fourniture,true,gaine;technique;nexans
Cables & Conducteurs,Gaines techniques,Gaine technique 60x80,Nexans,CAB-NEX-024,m,20,0,0,fourniture,true,gaine;technique;nexans
Cables & Conducteurs,Gaines techniques,Gaine technique 80x100,Nexans,CAB-NEX-025,m,20,0,0,fourniture,true,gaine;technique;nexans
Cables & Conducteurs,R2V,Cable R2V 3G1.5,Prysmian,CAB-PRY-001,m,20,0,0,fourniture,true,cable;r2v;prysmian
Cables & Conducteurs,R2V,Cable R2V 3G2.5,Prysmian,CAB-PRY-002,m,20,0,0,fourniture,true,cable;r2v;prysmian
Cables & Conducteurs,R2V,Cable R2V 3G6,Prysmian,CAB-PRY-003,m,20,0,0,fourniture,true,cable;r2v;prysmian
Cables & Conducteurs,R2V,Cable R2V 3G10,Prysmian,CAB-PRY-004,m,20,0,0,fourniture,true,cable;r2v;prysmian
Cables & Conducteurs,R2V,Cable R2V 5G1.5,Prysmian,CAB-PRY-005,m,20,0,0,fourniture,true,cable;r2v;prysmian
Cables & Conducteurs,R2V,Cable R2V 5G2.5,Prysmian,CAB-PRY-006,m,20,0,0,fourniture,true,cable;r2v;prysmian
Cables & Conducteurs,R2V,Cable R2V 5G6,Prysmian,CAB-PRY-007,m,20,0,0,fourniture,true,cable;r2v;prysmian
Cables & Conducteurs,R2V,Cable R2V 5G10,Prysmian,CAB-PRY-008,m,20,0,0,fourniture,true,cable;r2v;prysmian
Cables & Conducteurs,H07VU,Fil H07VU 1.5mm2,Prysmian,CAB-PRY-009,m,20,0,0,fourniture,true,cable;h07vu;prysmian
Cables & Conducteurs,H07VU,Fil H07VU 2.5mm2,Prysmian,CAB-PRY-010,m,20,0,0,fourniture,true,cable;h07vu;prysmian
Cables & Conducteurs,H07VU,Fil H07VU 6mm2,Prysmian,CAB-PRY-011,m,20,0,0,fourniture,true,cable;h07vu;prysmian
Cables & Conducteurs,H07VU,Fil H07VU 10mm2,Prysmian,CAB-PRY-012,m,20,0,0,fourniture,true,cable;h07vu;prysmian
Cables & Conducteurs,H07VU,Fil H07VU 16mm2,Prysmian,CAB-PRY-013,m,20,0,0,fourniture,true,cable;h07vu;prysmian
Cables & Conducteurs,H07RNF,Cable H07RNF 3G1.5,Prysmian,CAB-PRY-014,m,20,0,0,fourniture,true,cable;h07rnf;prysmian
Cables & Conducteurs,H07RNF,Cable H07RNF 3G2.5,Prysmian,CAB-PRY-015,m,20,0,0,fourniture,true,cable;h07rnf;prysmian
Cables & Conducteurs,H07RNF,Cable H07RNF 3G4,Prysmian,CAB-PRY-016,m,20,0,0,fourniture,true,cable;h07rnf;prysmian
Cables & Conducteurs,H07RNF,Cable H07RNF 3G6,Prysmian,CAB-PRY-017,m,20,0,0,fourniture,true,cable;h07rnf;prysmian
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 16mm,Prysmian,CAB-PRY-018,m,20,0,0,fourniture,true,gaine;icta;prysmian
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 20mm,Prysmian,CAB-PRY-019,m,20,0,0,fourniture,true,gaine;icta;prysmian
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 25mm,Prysmian,CAB-PRY-020,m,20,0,0,fourniture,true,gaine;icta;prysmian
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 32mm,Prysmian,CAB-PRY-021,m,20,0,0,fourniture,true,gaine;icta;prysmian
Cables & Conducteurs,Gaines ICTA,Gaine ICTA 40mm,Prysmian,CAB-PRY-022,m,20,0,0,fourniture,true,gaine;icta;prysmian
Cables & Conducteurs,Gaines techniques,Gaine technique 40x60,Prysmian,CAB-PRY-023,m,20,0,0,fourniture,true,gaine;technique;prysmian
Cables & Conducteurs,Gaines techniques,Gaine technique 60x80,Prysmian,CAB-PRY-024,m,20,0,0,fourniture,true,gaine;technique;prysmian
Cables & Conducteurs,Gaines techniques,Gaine technique 80x100,Prysmian,CAB-PRY-025,m,20,0,0,fourniture,true,gaine;technique;prysmian
Eclairage,Spots,Spot LED encastrable 5W,Philips,ECL-PHI-001,piece,20,0,0,fourniture,true,eclairage;spot;led;philips
Eclairage,Spots,Spot LED encastrable 7W,Philips,ECL-PHI-002,piece,20,0,0,fourniture,true,eclairage;spot;led;philips
Eclairage,Spots,Spot LED encastrable 10W,Philips,ECL-PHI-003,piece,20,0,0,fourniture,true,eclairage;spot;led;philips
Eclairage,Spots,Spot LED encastrable 12W,Philips,ECL-PHI-004,piece,20,0,0,fourniture,true,eclairage;spot;led;philips
Eclairage,Plafonniers,Plafonnier LED 18W,Philips,ECL-PHI-005,piece,20,0,0,fourniture,true,eclairage;plafonnier;led;philips
Eclairage,Plafonniers,Plafonnier LED 24W,Philips,ECL-PHI-006,piece,20,0,0,fourniture,true,eclairage;plafonnier;led;philips
Eclairage,Plafonniers,Plafonnier LED 36W,Philips,ECL-PHI-007,piece,20,0,0,fourniture,true,eclairage;plafonnier;led;philips
Eclairage,Appliques,Applique LED 10W,Philips,ECL-PHI-008,piece,20,0,0,fourniture,true,eclairage;applique;led;philips
Eclairage,Appliques,Applique LED 15W,Philips,ECL-PHI-009,piece,20,0,0,fourniture,true,eclairage;applique;led;philips
Eclairage,Appliques,Applique LED 20W,Philips,ECL-PHI-010,piece,20,0,0,fourniture,true,eclairage;applique;led;philips
Eclairage,Reglettes,Reglette LED 60cm,Philips,ECL-PHI-011,piece,20,0,0,fourniture,true,eclairage;reglette;led;philips
Eclairage,Reglettes,Reglette LED 120cm,Philips,ECL-PHI-012,piece,20,0,0,fourniture,true,eclairage;reglette;led;philips
Eclairage,Reglettes,Reglette LED 150cm,Philips,ECL-PHI-013,piece,20,0,0,fourniture,true,eclairage;reglette;led;philips
Eclairage,Projecteurs,Projecteur LED 20W,Philips,ECL-PHI-014,piece,20,0,0,fourniture,true,eclairage;projecteur;led;philips
Eclairage,Projecteurs,Projecteur LED 50W,Philips,ECL-PHI-015,piece,20,0,0,fourniture,true,eclairage;projecteur;led;philips
Eclairage,Projecteurs,Projecteur LED 100W,Philips,ECL-PHI-016,piece,20,0,0,fourniture,true,eclairage;projecteur;led;philips
Eclairage,Spots,Spot LED encastrable 5W,Ledvance,ECL-LED-001,piece,20,0,0,fourniture,true,eclairage;spot;led;ledvance
Eclairage,Spots,Spot LED encastrable 7W,Ledvance,ECL-LED-002,piece,20,0,0,fourniture,true,eclairage;spot;led;ledvance
Eclairage,Spots,Spot LED encastrable 10W,Ledvance,ECL-LED-003,piece,20,0,0,fourniture,true,eclairage;spot;led;ledvance
Eclairage,Spots,Spot LED encastrable 12W,Ledvance,ECL-LED-004,piece,20,0,0,fourniture,true,eclairage;spot;led;ledvance
Eclairage,Plafonniers,Plafonnier LED 18W,Ledvance,ECL-LED-005,piece,20,0,0,fourniture,true,eclairage;plafonnier;led;ledvance
Eclairage,Plafonniers,Plafonnier LED 24W,Ledvance,ECL-LED-006,piece,20,0,0,fourniture,true,eclairage;plafonnier;led;ledvance
Eclairage,Plafonniers,Plafonnier LED 36W,Ledvance,ECL-LED-007,piece,20,0,0,fourniture,true,eclairage;plafonnier;led;ledvance
Eclairage,Appliques,Applique LED 10W,Ledvance,ECL-LED-008,piece,20,0,0,fourniture,true,eclairage;applique;led;ledvance
Eclairage,Appliques,Applique LED 15W,Ledvance,ECL-LED-009,piece,20,0,0,fourniture,true,eclairage;applique;led;ledvance
Eclairage,Appliques,Applique LED 20W,Ledvance,ECL-LED-010,piece,20,0,0,fourniture,true,eclairage;applique;led;ledvance
Eclairage,Reglettes,Reglette LED 60cm,Ledvance,ECL-LED-011,piece,20,0,0,fourniture,true,eclairage;reglette;led;ledvance
Eclairage,Reglettes,Reglette LED 120cm,Ledvance,ECL-LED-012,piece,20,0,0,fourniture,true,eclairage;reglette;led;ledvance
Eclairage,Reglettes,Reglette LED 150cm,Ledvance,ECL-LED-013,piece,20,0,0,fourniture,true,eclairage;reglette;led;ledvance
Eclairage,Projecteurs,Projecteur LED 20W,Ledvance,ECL-LED-014,piece,20,0,0,fourniture,true,eclairage;projecteur;led;ledvance
Eclairage,Projecteurs,Projecteur LED 50W,Ledvance,ECL-LED-015,piece,20,0,0,fourniture,true,eclairage;projecteur;led;ledvance
Eclairage,Projecteurs,Projecteur LED 100W,Ledvance,ECL-LED-016,piece,20,0,0,fourniture,true,eclairage;projecteur;led;ledvance
Eclairage,Spots,Spot LED encastrable 5W,Thorn,ECL-THO-001,piece,20,0,0,fourniture,true,eclairage;spot;led;thorn
Eclairage,Spots,Spot LED encastrable 7W,Thorn,ECL-THO-002,piece,20,0,0,fourniture,true,eclairage;spot;led;thorn
Eclairage,Spots,Spot LED encastrable 10W,Thorn,ECL-THO-003,piece,20,0,0,fourniture,true,eclairage;spot;led;thorn
Eclairage,Spots,Spot LED encastrable 12W,Thorn,ECL-THO-004,piece,20,0,0,fourniture,true,eclairage;spot;led;thorn
Eclairage,Plafonniers,Plafonnier LED 18W,Thorn,ECL-THO-005,piece,20,0,0,fourniture,true,eclairage;plafonnier;led;thorn
Eclairage,Plafonniers,Plafonnier LED 24W,Thorn,ECL-THO-006,piece,20,0,0,fourniture,true,eclairage;plafonnier;led;thorn
Eclairage,Plafonniers,Plafonnier LED 36W,Thorn,ECL-THO-007,piece,20,0,0,fourniture,true,eclairage;plafonnier;led;thorn
Eclairage,Appliques,Applique LED 10W,Thorn,ECL-THO-008,piece,20,0,0,fourniture,true,eclairage;applique;led;thorn
Eclairage,Appliques,Applique LED 15W,Thorn,ECL-THO-009,piece,20,0,0,fourniture,true,eclairage;applique;led;thorn
Eclairage,Appliques,Applique LED 20W,Thorn,ECL-THO-010,piece,20,0,0,fourniture,true,eclairage;applique;led;thorn
Eclairage,Reglettes,Reglette LED 60cm,Thorn,ECL-THO-011,piece,20,0,0,fourniture,true,eclairage;reglette;led;thorn
Eclairage,Reglettes,Reglette LED 120cm,Thorn,ECL-THO-012,piece,20,0,0,fourniture,true,eclairage;reglette;led;thorn
Eclairage,Reglettes,Reglette LED 150cm,Thorn,ECL-THO-013,piece,20,0,0,fourniture,true,eclairage;reglette;led;thorn
Eclairage,Projecteurs,Projecteur LED 20W,Thorn,ECL-THO-014,piece,20,0,0,fourniture,true,eclairage;projecteur;led;thorn
Eclairage,Projecteurs,Projecteur LED 50W,Thorn,ECL-THO-015,piece,20,0,0,fourniture,true,eclairage;projecteur;led;thorn
Eclairage,Projecteurs,Projecteur LED 100W,Thorn,ECL-THO-016,piece,20,0,0,fourniture,true,eclairage;projecteur;led;thorn
Courant faible,RJ45,Prise RJ45 Cat6,Legrand,CF-LGR-001,piece,20,0,0,fourniture,true,courant-faible;rj45;prise;legrand
Courant faible,RJ45,Keystone RJ45 Cat6,Legrand,CF-LGR-002,piece,20,0,0,fourniture,true,courant-faible;rj45;legrand
Courant faible,RJ45,Panneau de brassage 12 ports,Legrand,CF-LGR-003,piece,20,0,0,fourniture,true,courant-faible;rj45;legrand
Courant faible,RJ45,Panneau de brassage 24 ports,Legrand,CF-LGR-004,piece,20,0,0,fourniture,true,courant-faible;rj45;legrand
Courant faible,RJ45,Prise RJ45 Cat6,Schneider Electric,CF-SCH-001,piece,20,0,0,fourniture,true,courant-faible;rj45;prise;schneider
Courant faible,RJ45,Keystone RJ45 Cat6,Schneider Electric,CF-SCH-002,piece,20,0,0,fourniture,true,courant-faible;rj45;schneider
Courant faible,RJ45,Panneau de brassage 12 ports,Schneider Electric,CF-SCH-003,piece,20,0,0,fourniture,true,courant-faible;rj45;schneider
Courant faible,RJ45,Panneau de brassage 24 ports,Schneider Electric,CF-SCH-004,piece,20,0,0,fourniture,true,courant-faible;rj45;schneider
Courant faible,RJ45,Cable RJ45 Cat6,Legrand,CF-LGR-005,piece,20,0,0,fourniture,true,courant-faible;rj45;cable;legrand
Courant faible,RJ45,Cable RJ45 Cat6 blindage,Legrand,CF-LGR-006,piece,20,0,0,fourniture,true,courant-faible;rj45;cable;legrand
Courant faible,RJ45,Switch 8 ports,Legrand,CF-LGR-007,piece,20,0,0,fourniture,true,courant-faible;rj45;legrand
Courant faible,RJ45,Switch 16 ports,Legrand,CF-LGR-008,piece,20,0,0,fourniture,true,courant-faible;rj45;legrand
Courant faible,RJ45,Cable RJ45 Cat6 (m),Nexans,CF-NEX-001,m,20,0,0,fourniture,true,courant-faible;rj45;cable;nexans
Courant faible,TV,Prise TV coaxiale,Legrand,CF-LGR-009,piece,20,0,0,fourniture,true,courant-faible;tv;prise;legrand
Courant faible,TV,Prise TV/SAT,Legrand,CF-LGR-010,piece,20,0,0,fourniture,true,courant-faible;tv;sat;prise;legrand
Courant faible,TV,Repartiteur TV 2 sorties,Legrand,CF-LGR-011,piece,20,0,0,fourniture,true,courant-faible;tv;legrand
Courant faible,TV,Repartiteur TV 4 sorties,Legrand,CF-LGR-012,piece,20,0,0,fourniture,true,courant-faible;tv;legrand
Courant faible,TV,Connecteur F,Legrand,CF-LGR-013,piece,20,0,0,fourniture,true,courant-faible;tv;legrand
Courant faible,TV,Cable coaxial TV (m),Nexans,CF-NEX-002,m,20,0,0,fourniture,true,courant-faible;tv;cable;nexans
Courant faible,Telephone,Prise telephone RJ11,Legrand,CF-LGR-014,piece,20,0,0,fourniture,true,courant-faible;telephone;prise;legrand
Courant faible,Telephone,Module telephone RJ11,Legrand,CF-LGR-015,piece,20,0,0,fourniture,true,courant-faible;telephone;legrand
Courant faible,Domotique,Micromodule relais 1,Shelly,CF-SHE-001,piece,20,0,0,fourniture,true,courant-faible;domotique;shelly
Courant faible,Domotique,Micromodule relais 2,Shelly,CF-SHE-002,piece,20,0,0,fourniture,true,courant-faible;domotique;shelly
Courant faible,Domotique,Commande volet roulant,Somfy,CF-SOM-001,piece,20,0,0,fourniture,true,courant-faible;domotique;volet-roulant;somfy
Courant faible,Domotique,Thermostat connecte,Netatmo,CF-NET-001,piece,20,0,0,fourniture,true,courant-faible;domotique;thermostat;netatmo
Courant faible,Domotique,Capteur ouverture,Netatmo,CF-NET-002,piece,20,0,0,fourniture,true,courant-faible;domotique;netatmo
Courant faible,Domotique,Prise connectee,Somfy,CF-SOM-002,piece,20,0,0,fourniture,true,courant-faible;domotique;prise;somfy
Courant faible,Interphonie,Interphone audio,Hikvision,CF-HIK-001,piece,20,0,0,fourniture,true,courant-faible;interphonie;interphone;hikvision
Courant faible,Interphonie,Visiophone,Dahua,CF-DAH-001,piece,20,0,0,fourniture,true,courant-faible;interphonie;visiophone;visserie;dahua
Courant faible,Interphonie,Platine de rue,Hikvision,CF-HIK-002,piece,20,0,0,fourniture,true,courant-faible;interphonie;hikvision
Courant faible,Interphonie,Moniteur interieur,Dahua,CF-DAH-002,piece,20,0,0,fourniture,true,courant-faible;interphonie;dahua
Chauffage / Ventilation,VMC,VMC simple flux,Aldes,CV-ALD-001,piece,20,0,0,fourniture,true,vmc;ventilation;aldes
Chauffage / Ventilation,VMC,VMC hygro,Aldes,CV-ALD-002,piece,20,0,0,fourniture,true,vmc;ventilation;aldes
Chauffage / Ventilation,VMC,Caisson VMC,Aldes,CV-ALD-003,piece,20,0,0,fourniture,true,vmc;ventilation;aldes
Chauffage / Ventilation,VMC,Kit VMC,Aldes,CV-ALD-004,piece,20,0,0,fourniture,true,vmc;ventilation;aldes
Chauffage / Ventilation,VMC,Gaine VMC 80mm,Aldes,CV-ALD-005,m,20,0,0,fourniture,true,vmc;ventilation;gaine;aldes
Chauffage / Ventilation,VMC,Gaine VMC 125mm,Aldes,CV-ALD-006,m,20,0,0,fourniture,true,vmc;ventilation;gaine;aldes
Chauffage / Ventilation,VMC,Bouche VMC cuisine,Aldes,CV-ALD-007,piece,20,0,0,fourniture,true,vmc;ventilation;aldes
Chauffage / Ventilation,VMC,Bouche VMC salle de bain,Aldes,CV-ALD-008,piece,20,0,0,fourniture,true,vmc;ventilation;aldes
Chauffage / Ventilation,VMC,Bouche VMC WC,Aldes,CV-ALD-009,piece,20,0,0,fourniture,true,vmc;ventilation;aldes
Chauffage / Ventilation,Accessoires,Sangle fixation gaine,Aldes,CV-ALD-010,piece,20,0,0,fourniture,true,vmc;accessoire;gaine;aldes
Chauffage / Ventilation,Accessoires,Collier gaine,Aldes,CV-ALD-011,piece,20,0,0,fourniture,true,vmc;accessoire;gaine;aldes
Chauffage / Ventilation,Accessoires,Manchon gaine,Aldes,CV-ALD-012,piece,20,0,0,fourniture,true,vmc;accessoire;gaine;aldes
Chauffage / Ventilation,Radiateurs,Radiateur 1000W,Atlantic,CV-ATL-001,piece,20,0,0,fourniture,true,chauffage;radiateur;atlantic
Chauffage / Ventilation,Radiateurs,Radiateur 1500W,Atlantic,CV-ATL-002,piece,20,0,0,fourniture,true,chauffage;radiateur;atlantic
Chauffage / Ventilation,Radiateurs,Radiateur 2000W,Atlantic,CV-ATL-003,piece,20,0,0,fourniture,true,chauffage;radiateur;atlantic
Chauffage / Ventilation,Thermostats,Thermostat programmable,Atlantic,CV-ATL-004,piece,20,0,0,fourniture,true,chauffage;thermostat;atlantic
Chauffage / Ventilation,Thermostats,Thermostat connecte,Atlantic,CV-ATL-005,piece,20,0,0,fourniture,true,chauffage;thermostat;atlantic
Chauffage / Ventilation,Radiateurs,Seche-serviettes 750W,Atlantic,CV-ATL-006,piece,20,0,0,fourniture,true,chauffage;radiateur;atlantic
Chauffage / Ventilation,Radiateurs,Seche-serviettes 1000W,Atlantic,CV-ATL-007,piece,20,0,0,fourniture,true,chauffage;radiateur;atlantic
Chauffage / Ventilation,Radiateurs,Radiateur 1000W,Thermor,CV-THR-001,piece,20,0,0,fourniture,true,chauffage;radiateur;thermor
Chauffage / Ventilation,Radiateurs,Radiateur 1500W,Thermor,CV-THR-002,piece,20,0,0,fourniture,true,chauffage;radiateur;thermor
Chauffage / Ventilation,Radiateurs,Radiateur 2000W,Thermor,CV-THR-003,piece,20,0,0,fourniture,true,chauffage;radiateur;thermor
Chauffage / Ventilation,Thermostats,Thermostat programmable,Thermor,CV-THR-004,piece,20,0,0,fourniture,true,chauffage;thermostat;thermor
Chauffage / Ventilation,Thermostats,Thermostat connecte,Thermor,CV-THR-005,piece,20,0,0,fourniture,true,chauffage;thermostat;thermor
Chauffage / Ventilation,Radiateurs,Seche-serviettes 750W,Thermor,CV-THR-006,piece,20,0,0,fourniture,true,chauffage;radiateur;thermor
Chauffage / Ventilation,Radiateurs,Seche-serviettes 1000W,Thermor,CV-THR-007,piece,20,0,0,fourniture,true,chauffage;radiateur;thermor
Securite,Incendie (DAAF),DAAF detecteur fumee autonome,Netatmo,SEC-NET-001,piece,20,0,0,fourniture,true,securite;daaf;netatmo
Securite,Incendie (DAAF),Detecteur fumee connecte,Ajax,SEC-AJX-001,piece,20,0,0,fourniture,true,securite;daaf;ajax
